"predicate_id","predicate_kind","observation_text","predicate_classes","side_binding","condition_selectors","condition_candidate_ids","condition_candidate_keys","contradiction_condition_ids","contradiction_condition_keys","freshness_condition_ids","freshness_condition_keys","evaluation_contract","observability","implementation_status","base_edge_ids","status"
"OPR-099","OBSERVATION","repeated iceberg-like buy fills","ICEBERG_REFILL TAPE_AGGRESSION","EXPLICIT_BUY_OR_BID_COMPONENT","SIDE_RESOLVED","CD-G07-011 CD-G07-020 CD-G07-035 CD-G07-044 CD-G09-026 CD-G09-030 CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","bid_refresh_count_1s bid_level_turnover_1s ask_refresh_count_1s ask_level_turnover_1s buy_no_progress_ratio_1s sell_no_progress_ratio_1s buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-037 CD-G16-038 CD-G16-007 CD-G16-008","bid_passive_defense_failed ask_passive_defense_failed buyer_fade_active seller_fade_active","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT INFERRED","DERIVED_EVALUATOR_REQUIRED INFERRED_MBP_REQUIRED","PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001::E01","UNVALIDATED"
"OPR-100","OBSERVATION","price floor保持","PRICE_ACCEPTANCE","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-017 CD-G16-018 CD-G11-029 CD-G11-031","acceptance_above_reference acceptance_below_reference acceptance_above_value_session acceptance_below_value_session","CD-G16-023 CD-G16-024","upside_breakout_failure downside_breakout_failure","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001::E02","UNVALIDATED"
"OPR-101","OBSERVATION","sell pressure減衰","TAPE_AGGRESSION TAPE_FADE","EXPLICIT_SELL_OR_ASK_COMPONENT","SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002 CD-G16-007 CD-G16-008 CD-G16-033 CD-G16-034 CD-G10-014","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s buyer_fade_active seller_fade_active buy_momentum_fading sell_momentum_fading delta_acceleration_5s","CD-G16-007 CD-G16-008 CD-G16-009 CD-G16-010","buyer_fade_active seller_fade_active buyers_jump_in sellers_jump_in","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001::E03","UNVALIDATED"
"OPR-102","OBSERVATION","aggressive buying出現","TAPE_AGGRESSION","EXPLICIT_BUY_OR_BID_COMPONENT","SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-007 CD-G16-008","buyer_fade_active seller_fade_active","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001::E04","UNVALIDATED"
"OPR-103","OBSERVATION","upper structure break","BREAK_ATTEMPT PRICE_STRUCTURE","EXPLICIT_BUY_OR_BID_COMPONENT","SIDE_RESOLVED","CD-G16-019 CD-G16-020 CD-G09-002 CD-G09-006 CD-G03-021 CD-G03-023 CD-G03-025 CD-G03-027","upside_breakout_attempt downside_breakout_attempt upward_progress_ticks_1s downward_progress_ticks_1s distance_to_rolling_1m_high distance_to_rolling_1m_low distance_to_rolling_5m_high distance_to_rolling_5m_low","CD-G16-023 CD-G16-024","upside_breakout_failure downside_breakout_failure","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","DERIVED HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001::E05","UNVALIDATED"
"OPR-104","OBSERVATION","repeated iceberg-like sell fills","ICEBERG_REFILL TAPE_AGGRESSION","EXPLICIT_SELL_OR_ASK_COMPONENT","SIDE_RESOLVED","CD-G07-011 CD-G07-020 CD-G07-035 CD-G07-044 CD-G09-026 CD-G09-030 CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","bid_refresh_count_1s bid_level_turnover_1s ask_refresh_count_1s ask_level_turnover_1s buy_no_progress_ratio_1s sell_no_progress_ratio_1s buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-037 CD-G16-038 CD-G16-007 CD-G16-008","bid_passive_defense_failed ask_passive_defense_failed buyer_fade_active seller_fade_active","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT INFERRED","DERIVED_EVALUATOR_REQUIRED INFERRED_MBP_REQUIRED","PAT-ICE-HIDDEN-DISTRIB-SELLBREAK-001::E01","UNVALIDATED"
"OPR-105","OBSERVATION","price ceiling保持","PRICE_ACCEPTANCE","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-017 CD-G16-018 CD-G11-029 CD-G11-031","acceptance_above_reference acceptance_below_reference acceptance_above_value_session acceptance_below_value_session","CD-G16-023 CD-G16-024","upside_breakout_failure downside_breakout_failure","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-ICE-HIDDEN-DISTRIB-SELLBREAK-001::E02","UNVALIDATED"
"OPR-106","OBSERVATION","buy pressure減衰","TAPE_AGGRESSION TAPE_FADE","EXPLICIT_BUY_OR_BID_COMPONENT","SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002 CD-G16-007 CD-G16-008 CD-G16-033 CD-G16-034 CD-G10-014","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s buyer_fade_active seller_fade_active buy_momentum_fading sell_momentum_fading delta_acceleration_5s","CD-G16-007 CD-G16-008 CD-G16-009 CD-G16-010","buyer_fade_active seller_fade_active buyers_jump_in sellers_jump_in","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-ICE-HIDDEN-DISTRIB-SELLBREAK-001::E03","UNVALIDATED"
"OPR-107","OBSERVATION","aggressive selling出現","TAPE_AGGRESSION","EXPLICIT_SELL_OR_ASK_COMPONENT","SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-007 CD-G16-008","buyer_fade_active seller_fade_active","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-ICE-HIDDEN-DISTRIB-SELLBREAK-001::E04","UNVALIDATED"
"OPR-108","OBSERVATION","lower structure break","BREAK_ATTEMPT PRICE_STRUCTURE","EXPLICIT_SELL_OR_ASK_COMPONENT","SIDE_RESOLVED","CD-G16-019 CD-G16-020 CD-G09-002 CD-G09-006 CD-G03-021 CD-G03-023 CD-G03-025 CD-G03-027","upside_breakout_attempt downside_breakout_attempt upward_progress_ticks_1s downward_progress_ticks_1s distance_to_rolling_1m_high distance_to_rolling_1m_low distance_to_rolling_5m_high distance_to_rolling_5m_low","CD-G16-023 CD-G16-024","upside_breakout_failure downside_breakout_failure","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","DERIVED HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-ICE-HIDDEN-DISTRIB-SELLBREAK-001::E05","UNVALIDATED"
"OPR-109","OBSERVATION","known absorption zone","ABSORPTION_STATE LOCATION_CONTEXT","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED VARIANT_LOCATION","CD-G16-001 CD-G16-002 CD-G09-026 CD-G09-030","bid_absorption_like_active ask_absorption_like_active buy_no_progress_ratio_1s sell_no_progress_ratio_1s","CD-G16-037 CD-G16-038","bid_passive_defense_failed ask_passive_defense_failed","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE VARIANT_LOCATION_SELECTOR","PAT-ICE-SECOND-ATTEMPT-DEPLETION-001::E01","UNVALIDATED"
"OPR-110","OBSERVATION","first break attempt失敗","BREAK_ATTEMPT BREAKOUT_FAILURE TEMPORAL_SEQUENCE","DYNAMIC_FROM_PATTERN_CONTEXT","ENGINE_TIME SIDE_RESOLVED","CD-G16-019 CD-G16-020 CD-G09-002 CD-G09-006 CD-G16-023 CD-G16-024 CD-G09-034 CD-G09-038","upside_breakout_attempt downside_breakout_attempt upward_progress_ticks_1s downward_progress_ticks_1s upside_breakout_failure downside_breakout_failure reversion_from_window_high_1s reversion_from_window_low_1s","CD-G16-023 CD-G16-024 CD-G16-021 CD-G16-022","upside_breakout_failure downside_breakout_failure upside_breakout_follow_through downside_breakout_follow_through","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020 CD-G01-010 CD-G01-016","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic receive_clock_monotonic duplicate_event_absent","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE ENGINE_NATIVE","PAT-ICE-SECOND-ATTEMPT-DEPLETION-001::E02","UNVALIDATED"
"OPR-111","OBSERVATION","second attemptでexecution継続","ICEBERG_REFILL RETEST_SEQUENCE","DYNAMIC_FROM_PATTERN_CONTEXT","REFERENCE_SIDE_RESOLVED SIDE_RESOLVED","CD-G07-011 CD-G07-020 CD-G07-035 CD-G07-044 CD-G09-026 CD-G09-030 CD-G16-013 CD-G16-014","bid_refresh_count_1s bid_level_turnover_1s ask_refresh_count_1s ask_level_turnover_1s buy_no_progress_ratio_1s sell_no_progress_ratio_1s repeated_high_test repeated_low_test","CD-G16-037 CD-G16-038 CD-G16-021 CD-G16-022 CD-G16-023 CD-G16-024","bid_passive_defense_failed ask_passive_defense_failed upside_breakout_follow_through downside_breakout_follow_through upside_breakout_failure downside_breakout_failure","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID INFERRED","COMPOSITE_CONDITION_AVAILABLE INFERRED_MBP_REQUIRED","PAT-ICE-SECOND-ATTEMPT-DEPLETION-001::E03","UNVALIDATED"
"OPR-112","OBSERVATION","absorber follow-through低下","ABSORPTION_STATE BREAKOUT_FAILURE PRICE_PROGRESS","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-001 CD-G16-002 CD-G09-026 CD-G09-030 CD-G16-023 CD-G16-024 CD-G09-034 CD-G09-038 CD-G09-002 CD-G09-006 CD-G09-018 CD-G09-022 CD-G16-021 CD-G16-022","bid_absorption_like_active ask_absorption_like_active buy_no_progress_ratio_1s sell_no_progress_ratio_1s upside_breakout_failure downside_breakout_failure reversion_from_window_high_1s reversion_from_window_low_1s upward_progress_ticks_1s downward_progress_ticks_1s buy_efficiency_1s sell_efficiency_1s upside_breakout_follow_through downside_breakout_follow_through","CD-G16-037 CD-G16-038 CD-G16-021 CD-G16-022 CD-G09-026 CD-G09-030","bid_passive_defense_failed ask_passive_defense_failed upside_breakout_follow_through downside_breakout_follow_through buy_no_progress_ratio_1s sell_no_progress_ratio_1s","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-ICE-SECOND-ATTEMPT-DEPLETION-001::E04","UNVALIDATED"
"OPR-113","OBSERVATION","zone突破","BREAK_ATTEMPT","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-019 CD-G16-020 CD-G09-002 CD-G09-006","upside_breakout_attempt downside_breakout_attempt upward_progress_ticks_1s downward_progress_ticks_1s","CD-G16-023 CD-G16-024","upside_breakout_failure downside_breakout_failure","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-ICE-SECOND-ATTEMPT-DEPLETION-001::E05","UNVALIDATED"
"OPR-114","OBSERVATION","iceberg barrier消費","ICEBERG_REFILL WALL_STATE","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G07-011 CD-G07-020 CD-G07-035 CD-G07-044 CD-G09-026 CD-G09-030 CD-G06-029 CD-G06-030 CD-G06-031 CD-G06-032 CD-G07-014 CD-G07-038 CD-G16-035 CD-G16-036 CD-G16-037 CD-G16-038","bid_refresh_count_1s bid_level_turnover_1s ask_refresh_count_1s ask_level_turnover_1s buy_no_progress_ratio_1s sell_no_progress_ratio_1s bid_wall_concentration_top10 distance_to_nearest_bid_wall ask_wall_concentration_top10 distance_to_nearest_ask_wall bid_pull_ratio_1s ask_pull_ratio_1s bid_passive_defense_holding ask_passive_defense_holding bid_passive_defense_failed ask_passive_defense_failed","CD-G16-037 CD-G16-038","bid_passive_defense_failed ask_passive_defense_failed","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID INFERRED","COMPOSITE_CONDITION_AVAILABLE INFERRED_MBP_REQUIRED","PAT-ICE-BREAK-STOPS-ACCEPT-001::E01","UNVALIDATED"
"OPR-115","OBSERVATION","price break","BREAK_ATTEMPT","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-019 CD-G16-020 CD-G09-002 CD-G09-006","upside_breakout_attempt downside_breakout_attempt upward_progress_ticks_1s downward_progress_ticks_1s","CD-G16-023 CD-G16-024","upside_breakout_failure downside_breakout_failure","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-ICE-BREAK-STOPS-ACCEPT-001::E02","UNVALIDATED"
"OPR-116","OBSERVATION","stops trigger","STOP_SWEEP","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-042 CD-G16-043 CD-G16-044 CD-G16-045 CD-G08-014 CD-G08-038","upward_sweep_active downward_sweep_active upside_stop_run_like downside_stop_run_like buy_large_trade_count_1s sell_large_trade_count_1s","CD-G16-021 CD-G16-022","upside_breakout_follow_through downside_breakout_follow_through","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-ICE-BREAK-STOPS-ACCEPT-001::E03","UNVALIDATED"
"OPR-117","OBSERVATION","aggression継続","TAPE_AGGRESSION","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-007 CD-G16-008","buyer_fade_active seller_fade_active","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-ICE-BREAK-STOPS-ACCEPT-001::E04","UNVALIDATED"
"OPR-118","OBSERVATION","liquidityがprice後方へ形成","LIQUIDITY_STACK_REBUILD","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G07-008 CD-G07-011 CD-G07-017 CD-G07-032 CD-G07-035 CD-G07-041","bid_net_flow_1s bid_refresh_count_1s bid_stack_ratio_1s ask_net_flow_1s ask_refresh_count_1s ask_stack_ratio_1s","CD-G07-014 CD-G07-038","bid_pull_ratio_1s ask_pull_ratio_1s","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-ICE-BREAK-STOPS-ACCEPT-001::E05","UNVALIDATED"
